Name	Cluster	desc	GID	PID1	PID2	PID3	H_Count	H_pos	H_Count_Disorder	H_pc_Disorder	G_Count	G_pos	G_Count_Disorder	G_pc_Disorder	D_Count	D_pos	D_Count_Disorder	D_pc_Disorder	GO
LAMA4	NA	laminin, alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]	ENSG00000112769	ENSP00000230538	ENSGALP00000024147	ENSDARP00000006065	4	506,544,703,742	132	39	4	74,104,296,373	40	10	5	1389,1465,1469,1629,1655	109	29	GO:0007155,GO:0031012,GO:0005605,GO:0030334,GO:0030155,GO:0005576,GO:0005604,GO:0030198,GO:0045995,GO:0005201,GO:0005515,GO:0001568,GO:0005102,GO:0050873,GO:0070062
RAB3C	NA	RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]	ENSG00000152932	ENSP00000282878	ENSGALP00000023703	ENSDARP00000114513	3	19,42,180	32	12	3	19,42,180	30	11	2	38,176	27	11	GO:0048471,GO:0005886,GO:0005515,GO:0016020,GO:0009306,GO:0030667,GO:0006913,GO:0005622,GO:0017157,GO:0003924,GO:0006904,GO:0005525,GO:0007165,GO:0005829,GO:0031489,GO:0007264,GO:0019882,GO:0008021,GO:0006886,GO:0008152,GO:0016079,GO:0031982,GO:0005768,GO:0015031,GO:0032482
EEPD1	NA	endonuclease/exonuclease/phosphatase family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22223]	ENSG00000122547	ENSP00000242108	ENSGALP00000019762	ENSDARP00000095703	3	22,102,244	88	27	3	22,102,236	74	23	6	254,349,399,400,410,447	69	23	GO:0006281,GO:0003677
PIGS	NA	phosphatidylinositol glycan anchor biosynthesis, class S [Source:HGNC Symbol;Acc:HGNC:14937]	ENSG00000087111	ENSP00000309430	ENSGALP00000005799	ENSDARP00000134486	5	42,70,164,211,221	11	3	3	55,165,231	19	6	5	59,70,96,164,220	15	5	GO:0042765,GO:0005789,GO:0043687,GO:0003923,GO:0044267,GO:0005515,GO:0016020,GO:0006501,GO:0016255
ATRIP	NA	ATR interacting protein [Source:HGNC Symbol;Acc:HGNC:33499]	ENSG00000164053	ENSP00000323099	ENSGALP00000007430	ENSDARP00000086283	4	102,145,243,249	183	74	5	95,118,336,341,349	189	53	4	52,74,145,243	222	76	GO:0006260,GO:0005654,GO:0070530,GO:0005515,GO:0000077,GO:0005634,GO:0006281
KL	NA	klotho [Source:HGNC Symbol;Acc:HGNC:6344]	ENSG00000133116	ENSP00000369442	ENSGALP00000027517	ENSDARP00000124944	3	360,490,593	0	0	4	89,130,274,342	12	3	6	695,751,796,859,914,984	5	1	GO:0007568,GO:0055074,GO:0005499,GO:0017134,GO:0048011,GO:0008543,GO:0008286,GO:0016021,GO:0004871,GO:0005622,GO:0070062,GO:0045087,GO:0005179,GO:0006112,GO:0090080,GO:0005887,GO:0005515,GO:0005886,GO:0005104,GO:0007173,GO:0005615,GO:0038095,GO:0005975,GO:0004566,GO:0008422,GO:0048015,GO:0030501,GO:0005576,GO:0002526,GO:0004553
NCKAP1	2	NCK-associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]	ENSG00000061676	ENSP00000354251	ENSGALP00000004335	ENSDARP00000116328	7	886,901,911,1053,1080,1086,1126	1	0	7	886,901,911,1053,1080,1086,1126	1	0	7	880,895,905,1047,1074,1080,1120	1	0	GO:0001756,GO:0007417,GO:0016021,GO:0001701,GO:0048340,GO:0001843,GO:0048365,GO:0007264,GO:0038096,GO:2000601,GO:0005829,GO:0045176,GO:0031209,GO:0005515,GO:0006915,GO:0031258,GO:0016032,GO:0007492,GO:0070062,GO:0042074,GO:0030027,GO:0045087,GO:0010172,GO:0007354,GO:0008078,GO:0048570,GO:0035050,GO:0016601,GO:0030032,GO:0048617,GO:0032880,GO:0050821,GO:0030903,GO:0032403,GO:0030950,GO:0048010,GO:0048339,GO:0010592,GO:0005925,GO:0045175
GUSB	NA	glucuronidase, beta [Source:HGNC Symbol;Acc:HGNC:4696]	ENSG00000169919	ENSP00000302728	ENSGALP00000004002	ENSDARP00000086365	2	2,166	0	0	2	176,449	7	1	3	160,168,260	0	0	GO:0004553,GO:0043231,GO:0044281,GO:0030203,GO:0004566,GO:0005975,GO:0016020,GO:0005764,GO:0006027,GO:0070062,GO:0005102,GO:0019904,GO:0030212,GO:0030214,GO:0043202
RNF151	NA	ring finger protein 151 [Source:HGNC Symbol;Acc:HGNC:23235]	ENSG00000179580	ENSP00000456566	ENSGALP00000025667	ENSDARP00000098392	2	72,123	2	1	3	197,255,263	72	43	3	57,77,90	0	0	GO:0004842,GO:0030154,GO:0005634,GO:0016567,GO:0005737,GO:0008270,GO:0005515,GO:0007283
GYLTL1B	NA	glycosyltransferase-like 1B [Source:HGNC Symbol;Acc:HGNC:16522]	ENSG00000165905	ENSP00000432869	ENSGALP00000037568	ENSDARP00000130814	3	275,534,561	10	2	3	299,559,585	3	0	3	310,570,596	1	0	GO:0030145,GO:0016757,GO:0008152,GO:0035269,GO:0042285,GO:0000139,GO:0015020,GO:0016021,GO:0046716
PUM1	8	pumilio RNA-binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]	ENSG00000134644	ENSP00000391723	ENSGALP00000000832	ENSDARP00000140793	3	706,717,718	76	67	3	707,718,719	77	68	2	151,240	165	87	GO:0010494,GO:0007283,GO:0016441,GO:0005829,GO:0003730,GO:0006892,GO:0051726,GO:0005515,GO:0000932,GO:1900246,GO:0060964,GO:0044822,GO:0061157,GO:0005737,GO:0048863,GO:0005488,GO:0008344,GO:0003723,GO:0061024,GO:2000637
VPS13C	11	vacuolar protein sorting 13 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23594]	ENSG00000129003	ENSP00000261517	ENSGALP00000005861	ENSDARP00000102140	5	960,1064,1121,1210,1237	1	0	5	1301,1392,1411,1575,1595	33	8	4	908,967,1087,1160	53	15	GO:0070062,GO:0005622,GO:0019898,GO:0045053,GO:0005623,GO:0006623
SEMA6D	10	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:HGNC Symbol;Acc:HGNC:16770]	ENSG00000137872	ENSP00000324857	ENSGALP00000007721	ENSDARP00000089558	7	861,869,875,965,970,1026,1054	294	100	7	868,876,882,972,977,1033,1061	291	99	7	866,872,962,967,1022,1034,1038	273	100	GO:0016021,GO:0014911,GO:0016020,GO:0007411,GO:0005886,GO:0005515,GO:0005737,GO:0030215,GO:0021591,GO:0014912
PPL	NA	periplakin [Source:HGNC Symbol;Acc:HGNC:9273]	ENSG00000118898	ENSP00000340510	ENSGALP00000003441	ENSDARP00000130075	3	287,480,564	105	27	4	1218,1223,1438,1512	94	23	5	323,376,415,486,600	146	38	GO:0005200,GO:0005856,GO:0005634,GO:0005739,GO:0005515,GO:0005886,GO:0031424,GO:0070062,GO:0030057
SNTG2	NA	syntrophin, gamma 2 [Source:HGNC Symbol;Acc:HGNC:13741]	ENSG00000172554	ENSP00000311837	ENSGALP00000026350	ENSDARP00000130115	2	25,70	27	18	3	288,323,471	0	0	4	176,317,328,471	44	11	GO:0016013,GO:0007417,GO:0005515,GO:0042383,GO:0005737,GO:0003779,GO:0030165,GO:0097109,GO:0005856
RECQL	NA	RecQ helicase-like [Source:HGNC Symbol;Acc:HGNC:9948]	ENSG00000004700	ENSP00000416739	ENSGALP00000021484	ENSDARP00000091972	4	352,358,424,479	1	0	3	37,38,46	11	10	4	362,428,535,596	55	16	GO:0043140,GO:0005634,GO:0008026,GO:0006281,GO:0005524,GO:0032508,GO:0000733,GO:0004003,GO:0003678,GO:0006260,GO:0006310,GO:0036310,GO:0005654,GO:0003676,GO:0003677,GO:0016020,GO:0005515
RUSC2	NA	RUN and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23625]	ENSG00000198853	ENSP00000393922	ENSGALP00000003729	ENSDARP00000134912	3	539,562,687	244	98	4	55,178,209,353	80	20	4	1231,1239,1262,1420	149	51	GO:0017137,GO:0031410,GO:0070062,GO:0008150,GO:0005515,GO:0005829
STK26	NA	serine/threonine protein kinase 26 [Source:HGNC Symbol;Acc:HGNC:18174]	ENSG00000134602	ENSP00000377867	ENSGALP00000009728	ENSDARP00000079474	4	31,175,261,278	55	15	4	31,175,261,278	52	14	5	175,261,278,346,407	113	34	GO:0005622,GO:0070062,GO:0006468,GO:0042803,GO:0004672,GO:0005654,GO:1903205,GO:0005515,GO:0048471,GO:0004674,GO:0006921,GO:0042802,GO:0000139,GO:0046777,GO:0006915,GO:0031098,GO:0005813,GO:0005829,GO:0000287,GO:0007346,GO:0016324,GO:0042542,GO:0030033,GO:0005794,GO:0016772,GO:0032147,GO:0023014,GO:0005524,GO:0005798,GO:0042981,GO:0071944,GO:0012501,GO:0005737,GO:0005634
TPO	NA	thyroid peroxidase [Source:HGNC Symbol;Acc:HGNC:12015]	ENSG00000115705	ENSP00000318820	ENSGALP00000026355	ENSDARP00000046463	3	687,732,878	48	16	3	109,249,272	0	0	6	10,41,142,210,256,282	39	10	GO:0044281,GO:0035162,GO:0005739,GO:0033993,GO:0005615,GO:0004601,GO:0009986,GO:0034641,GO:0004447,GO:0042446,GO:0055114,GO:0016021,GO:0006979,GO:0071732,GO:0020037,GO:0005886,GO:0042744,GO:0005887,GO:0005515,GO:0006590,GO:0005509
COL21A1	NA	collagen, type XXI, alpha 1 [Source:HGNC Symbol;Acc:HGNC:17025]	ENSG00000124749	ENSP00000244728	ENSGALP00000026223	ENSDARP00000033176	3	161,184,416	47	13	3	161,184,416	41	11	4	191,295,405,427	61	18	GO:0030198,GO:0005581,GO:0005578,GO:0031012,GO:0005788,GO:0005576
HPS3	NA	Hermansky-Pudlak syndrome 3 [Source:HGNC Symbol;Acc:HGNC:15597]	ENSG00000163755	ENSP00000296051	ENSGALP00000016976	ENSDARP00000121267	2	396,469	7	4	2	703,964	0	0	6	405,444,512,516,517,654	17	4	GO:0043473,GO:0031084,GO:0005737,GO:0006996
RPA1	NA	replication protein A1, 70kDa [Source:HGNC Symbol;Acc:HGNC:10289]	ENSG00000132383	ENSP00000254719	ENSGALP00000004840	ENSDARP00000029067	5	195,233,258,312,330	23	9	6	68,124,163,192,230,309	66	19	5	78,147,182,245,299	79	24	GO:0001701,GO:0006260,GO:0042769,GO:0042276,GO:0016925,GO:1900034,GO:0008284,GO:0003682,GO:0000082,GO:0006297,GO:0000722,GO:0006284,GO:0005515,GO:0019985,GO:0048873,GO:0016605,GO:0003676,GO:0003677,GO:0003684,GO:0005654,GO:0006283,GO:0006298,GO:0070987,GO:0006310,GO:0044267,GO:0006261,GO:0000723,GO:0034605,GO:0000278,GO:0005634,GO:0000793,GO:0043687,GO:0051276,GO:0000794,GO:0000724,GO:0000718,GO:0000730,GO:0046872,GO:0032201,GO:0006281,GO:0003697,GO:0001673,GO:0007126,GO:0030097,GO:0006271,GO:0006302,GO:0006289,GO:0005662,GO:0000800
RFXAP	NA	regulatory factor X-associated protein [Source:HGNC Symbol;Acc:HGNC:9988]	ENSG00000133111	ENSP00000255476	ENSGALP00000029474	ENSDARP00000114074	2	222,234	75	66	2	235,247	88	78	2	148,160	89	79	GO:0003713,GO:0003677,GO:0045893,GO:0005634,GO:0003700
DUSP14	NA	dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007]	ENSG00000276023	ENSP00000477653	ENSGALP00000041996	ENSDARP00000074788	2	37,167	4	1	3	37,130,167	4	1	3	27,153,190	33	12	GO:0016791,GO:0005515,GO:0004725,GO:0008138,GO:0035335,GO:0016311,GO:0017017,GO:0000188,GO:0044822,GO:0006470
PHF24	NA	PHD finger protein 24 [Source:HGNC Symbol;Acc:HGNC:29180]	ENSG00000122733	ENSP00000242315	ENSGALP00000002935	ENSDARP00000099941	4	7,15,30,44	93	67	5	7,15,44,242,294	133	34	2	15,183	125	46	GO:0046872
FRMD4A	1	FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]	ENSG00000151474	ENSP00000350032	ENSGALP00000010751	ENSDARP00000087563	5	268,278,283,495,527	124	34	5	254,264,269,481,513	119	33	5	284,295,300,513,545	146	40	GO:0005856,GO:0005737,GO:0005923,GO:0030674,GO:0090162
CKAP2	1	cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]	ENSG00000136108	ENSP00000367276	ENSGALP00000027457	ENSDARP00000117930	7	206,264,273,300,344,360,498	261	66	7	33,65,99,188,221,240,332	329	82	6	323,490,531,532,545,552	264	80	GO:0005881,GO:0005737,GO:0000281,GO:0000922,GO:0045944,GO:0006915,GO:0005813,GO:0015630,GO:0007026
HEXDC	NA	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing [Source:HGNC Symbol;Acc:HGNC:26307]	ENSG00000169660	ENSP00000337854	ENSGALP00000002451	ENSDARP00000136321	2	97,188	0	0	2	370,433	0	0	4	257,358,374,404	0	0	GO:0004563,GO:0004553,GO:0005634,GO:0005737,GO:0005975
NDC1	2	NDC1 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:25525]	ENSG00000058804	ENSP00000360483	ENSGALP00000017448	ENSDARP00000016349	6	391,421,429,436,634,643	64	18	4	535,601,739,748	22	7	5	132,204,311,412,425	83	21	GO:0031081,GO:0051292,GO:0007129,GO:0015031,GO:0005643,GO:0005737,GO:0017056,GO:0016020,GO:0007283,GO:0031965,GO:0051028
SHISA2	NA	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]	ENSG00000180730	ENSP00000313079	ENSGALP00000041529	ENSDARP00000105651	4	4,5,173,178	100	36	2	134,139	49	46	2	167,172	48	45	GO:0005789,GO:0007275,GO:0016021
SEMA3G	NA	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:HGNC:30400]	ENSG00000010319	ENSP00000231721	ENSGALP00000007115	ENSDARP00000046862	3	282,384,550	19	5	3	241,429,518	25	6	5	275,377,387,495,513	5	1	GO:0016020,GO:0005515,GO:0070062
BYSL	NA	bystin-like [Source:HGNC Symbol;Acc:HGNC:1157]	ENSG00000112578	ENSP00000230340	ENSGALP00000005482	ENSDARP00000001346	2	143,313	63	23	2	138,308	63	23	3	65,170,340	106	28	GO:0071407,GO:0001701,GO:0007420,GO:0005730,GO:0001829,GO:0071222,GO:0016020,GO:0005515,GO:0048471,GO:0008283,GO:0007155,GO:0043231,GO:0005634,GO:0044822,GO:0005737,GO:0045177,GO:0000462,GO:0071347,GO:0005881,GO:0071363,GO:0030182,GO:0042995,GO:0001825,GO:0007565
TDRD12	NA	tudor domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25044]	ENSG00000173809	ENSP00000390621	ENSGALP00000007480	ENSDARP00000127017	4	123,140,164,281	29	11	4	502,583,647,681	9	3	4	352,396,588,596	1	0	GO:0003676,GO:0009566,GO:0031047,GO:0010468,GO:0008150,GO:0004004,GO:0005575,GO:0007140,GO:0007283,GO:0007275,GO:0010501,GO:0010467,GO:0043046,GO:0005524,GO:0034587,GO:0003674,GO:0030154,GO:0000398,GO:1903955
CEP192	NA	centrosomal protein 192kDa [Source:HGNC Symbol;Acc:HGNC:25515]	ENSG00000101639	ENSP00000427550	ENSGALP00000022468	ENSDARP00000141196	6	713,801,895,913,965,984	290	78	7	797,884,929,946,963,994,1062	268	73	7	666,827,886,924,945,952,953	229	59	GO:0005813,GO:0010923,GO:0051225,GO:0005829,GO:0005515,GO:0006996,GO:0000242,GO:0051298,GO:0005737,GO:0000278,GO:0005814,GO:0019902,GO:0000086
CCM2L	NA	cerebral cavernous malformation 2-like [Source:HGNC Symbol;Acc:HGNC:16153]	ENSG00000101331	ENSP00000262659	ENSGALP00000010459	ENSDARP00000086332	4	30,101,194,239	120	38	3	25,30,199	100	36	5	30,101,178,196,205	105	38	GO:0008150,GO:0034111,GO:0005515,GO:0042060,GO:0055017,GO:0032091,GO:0003209,GO:0005575,GO:0003222,GO:0090271,GO:0003674
RAD1	2	RAD1 checkpoint DNA exonuclease [Source:HGNC Symbol;Acc:HGNC:9806]	ENSG00000113456	ENSP00000371469	ENSGALP00000005311	ENSDARP00000059353	5	49,188,223,228,239	2	0	5	48,187,222,227,238	2	0	5	48,187,222,227,238	0	0	GO:0090305,GO:0051598,GO:0003684,GO:0005654,GO:0006974,GO:0005515,GO:0008853,GO:0006260,GO:0005694,GO:0071479,GO:0006281,GO:0008408,GO:0000077,GO:0005634,GO:0021762,GO:0043231,GO:0030896
DDOST	NA	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic) [Source:HGNC Symbol;Acc:HGNC:2728]	ENSG00000244038	ENSP00000399457	ENSGALP00000038313	ENSDARP00000105892	3	188,238,373	1	0	2	222,357	0	0	2	223,358	6	2	GO:0034097,GO:0016020,GO:0004576,GO:0005515,GO:0045087,GO:0006412,GO:0044267,GO:0016021,GO:0010467,GO:0006487,GO:0018279,GO:0006614,GO:0043234,GO:0005789,GO:0006486,GO:0043231,GO:0004579,GO:0043687,GO:0008250,GO:0005783,GO:0042110
RNF10	NA	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]	ENSG00000022840	ENSP00000322242	ENSGALP00000011554	ENSDARP00000097766	4	409,498,539,586	79	28	4	514,562,609,793	175	46	4	131,297,383,396	91	24	GO:0010626,GO:0044212,GO:0005634,GO:0005737,GO:0008270,GO:0045893,GO:0004842,GO:0006351,GO:0051865,GO:0031643,GO:0005515,GO:0045944
RAD54L	NA	RAD54-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:9826]	ENSG00000085999	ENSP00000361043	ENSGALP00000037559	ENSDARP00000007237	5	1,34,35,264,286	43	11	3	284,391,506	9	2	3	387,434,502	2	0	GO:0000724,GO:0051276,GO:0005634,GO:0006302,GO:0007126,GO:0006281,GO:0008152,GO:0004386,GO:0005524,GO:0000733,GO:0042493,GO:0016817,GO:0036310,GO:0006310,GO:0006974,GO:0005654,GO:0003677,GO:0005515,GO:0010212,GO:0008340
TLX1	NA	T-cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5056]	ENSG00000107807	ENSP00000359215	ENSGALP00000012693	ENSDARP00000003103	3	204,257,317	93	43	3	15,68,128	46	21	4	149,179,232,292	79	32	GO:0006366,GO:0005634,GO:0045165,GO:0001077,GO:0030182,GO:0006355,GO:0046982,GO:0048536,GO:0043565,GO:0008284,GO:0048645,GO:0007417,GO:0003677,GO:0045944,GO:0005515,GO:0000978
PAG1	NA	phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]	ENSG00000076641	ENSP00000220597	ENSGALP00000030225	ENSDARP00000119853	5	166,204,236,292,398	306	92	4	174,209,244,298	199	88	4	167,237,245,310	241	99	GO:0016021,GO:0050863,GO:0007165,GO:0042169,GO:0005886,GO:0005515,GO:0005070,GO:0050868,GO:0009967,GO:0005622,GO:0050852,GO:0007173,GO:0035556,GO:0045121
CDC27	NA	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]	ENSG00000004897	ENSP00000434614	ENSGALP00000000830	ENSDARP00000113979	5	168,222,317,381,446	202	53	4	168,222,377,442	189	50	3	168,228,381	227	72	GO:0005813,GO:0005829,GO:0005680,GO:0005819,GO:0051439,GO:0019903,GO:0051436,GO:0005654,GO:0008283,GO:0070979,GO:0005876,GO:0007094,GO:0005515,GO:0051301,GO:0051437,GO:0031145,GO:0005634,GO:0000278,GO:0007091,GO:0005737
FSBP	NA	fibrinogen silencer binding protein [Source:HGNC Symbol;Acc:HGNC:43653]	ENSG00000265817	ENSP00000420405	ENSGALP00000043133	ENSDARP00000130731	2	34,201	85	31	3	34,93,128	82	42	3	84,102,245	184	70	GO:0006351,GO:0006355,GO:0005634,GO:0042802,GO:0005515
FLT4	NA	fms-related tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]	ENSG00000037280	ENSP00000261937	ENSGALP00000009174	ENSDARP00000133227	5	1070,1222,1246,1265,1353	149	38	4	207,290,434,478	20	5	4	180,373,377,398	0	0	GO:0018108,GO:0005737,GO:0048514,GO:0001944,GO:0001938,GO:0005634,GO:0060312,GO:0001946,GO:0043410,GO:0002040,GO:0090037,GO:0005021,GO:0005524,GO:0004714,GO:0016772,GO:0019838,GO:0005576,GO:0001945,GO:0070374,GO:0043066,GO:0048010,GO:0007169,GO:0046330,GO:0004713,GO:0019903,GO:0010595,GO:0038084,GO:0008284,GO:0043235,GO:0046777,GO:0001934,GO:0035924,GO:0005886,GO:0005887,GO:0005515,GO:0016020,GO:0004672,GO:0010575,GO:0006468
SLU7	NA	SLU7 splicing factor homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:16939]	ENSG00000164609	ENSP00000297151	ENSGALP00000002277	ENSDARP00000112935	5	258,368,508,509,539	193	50	4	76,189,255,365	215	55	4	18,119,232,291	246	65	GO:0034605,GO:0043231,GO:0005737,GO:0030628,GO:0000398,GO:0005634,GO:0008270,GO:0000389,GO:0016607,GO:0006886,GO:0005681,GO:0000386,GO:0000375,GO:0005515,GO:0016020,GO:0005654,GO:0003676,GO:0000380,GO:0030532,GO:0071013
KDELC1	NA	KDEL (Lys-Asp-Glu-Leu) containing 1 [Source:HGNC Symbol;Acc:HGNC:19350]	ENSG00000134901	ENSP00000365172	ENSGALP00000027189	ENSDARP00000042296	5	60,73,185,281,300	4	1	6	24,59,72,184,280,299	0	0	2	72,280	4	1	GO:0005515,GO:0005788
RAD54B	NA	RAD54 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17228]	ENSG00000197275	ENSP00000336606	ENSGALP00000025665	ENSDARP00000113995	4	236,355,436,441	12	3	2	443,448	0	0	4	764,846,871,913	20	8	GO:0003724,GO:0003677,GO:0006312,GO:0003678,GO:0005524,GO:0032508,GO:0015616,GO:0005634,GO:0007131,GO:0000724
CDHR5	NA	cadherin-related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521]	ENSG00000099834	ENSP00000351118	ENSGALP00000008098	ENSDARP00000135376	2	333,359	15	11	2	130,341	0	0	2	513,668	159	62	GO:0007155,GO:0008013,GO:0016021,GO:0007156,GO:0016020,GO:0005886,GO:0005515,GO:0005509,GO:0005905,GO:0070062
DPYSL2	NA	dihydropyrimidinase-like 2 [Source:HGNC Symbol;Acc:HGNC:3014]	ENSG00000092964	ENSP00000309539	ENSGALP00000030864	ENSDARP00000121628	4	257,269,360,551	81	20	3	373,464,655	78	20	2	233,324	23	12	GO:0005737,GO:0021510,GO:0030516,GO:0006139,GO:0043209,GO:0043195,GO:0048489,GO:0021772,GO:0005739,GO:0016810,GO:0007010,GO:0008152,GO:0007399,GO:0014049,GO:0004157,GO:0045664,GO:0042220,GO:0006897,GO:0016787,GO:0001975,GO:0043234,GO:0019901,GO:0043005,GO:0030424,GO:0007420,GO:0030426,GO:0030425,GO:0042493,GO:0005829,GO:0010975,GO:0007165,GO:0007411,GO:0016020,GO:0005515,GO:0005874,GO:0070062,GO:0008017,GO:0043025
AQP4	NA	aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637]	ENSG00000171885	ENSP00000372654	ENSGALP00000036020	ENSDARP00000021578	2	3,108	0	0	2	19,120	5	2	3	110,187,309	2	0	GO:0009992,GO:0016323,GO:0055085,GO:0005372,GO:0071346,GO:0006833,GO:0034220,GO:0005887,GO:0015254,GO:0005886,GO:0016020,GO:0009897,GO:0003091,GO:0005215,GO:0005737,GO:0050891,GO:0006810,GO:0015793,GO:0015250
CMYA5	NA	cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]	ENSG00000164309	ENSP00000394770	ENSGALP00000042049	ENSDARP00000130602	5	1238,1285,1307,1475,1512	290	77	5	43,104,105,215,260	239	75	5	255,335,339,485,511	315	88	GO:0070885,GO:0043034,GO:0048471,GO:0005515,GO:0042802,GO:0032513,GO:0031430,GO:0014733
CHRNB4	NA	cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:HGNC:1964]	ENSG00000117971	ENSP00000261751	ENSGALP00000039014	ENSDARP00000138900	2	208,262	0	0	4	184,207,261,377	5	1	3	62,218,272	0	0	GO:0035094,GO:0004889,GO:0005892,GO:0001508,GO:0051971,GO:0006940,GO:0007268,GO:0015276,GO:0051291,GO:0006939,GO:0008144,GO:0046982,GO:0006811,GO:0007626,GO:0007271,GO:0006812,GO:0006810,GO:0015464,GO:0060084,GO:0016021,GO:0043005,GO:0035095,GO:0046928,GO:0007165,GO:0030054,GO:0042166,GO:0042391,GO:0005230,GO:0005887,GO:0005886,GO:0016020,GO:0098655,GO:0034220,GO:0045211
THYN1	NA	thymocyte nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:29560]	ENSG00000151500	ENSP00000341657	ENSGALP00000002322	ENSDARP00000062575	5	41,73,84,156,201	70	26	3	90,173,218	68	29	3	6,37,206	63	21	GO:0005730,GO:0005737,GO:0005634
TSR1	NA	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25542]	ENSG00000167721	ENSP00000301364	ENSGALP00000005037	ENSDARP00000052644	4	383,394,536,589	128	41	3	24,34,72	72	48	4	129,142,362,403	145	38	GO:0005730,GO:0042254,GO:0042255,GO:0005634,GO:0044822
MAPT	NA	microtubule-associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]	ENSG00000186868	ENSP00000340820	ENSGALP00000000885	ENSDARP00000105066	3	273,393,397	225	100	2	83,278	248	84	2	100,345	305	88	GO:0012501,GO:0014069,GO:0071813,GO:0060632,GO:0036464,GO:0001764,GO:0005737,GO:0034399,GO:0007628,GO:0005634,GO:0051721,GO:0005200,GO:0019901,GO:0008088,GO:0031113,GO:0007565,GO:0032403,GO:0032387,GO:0005875,GO:0017124,GO:0034185,GO:0000226,GO:0007409,GO:0048675,GO:0005829,GO:0008631,GO:0030426,GO:0045773,GO:0005930,GO:0007584,GO:0007420,GO:0015631,GO:0031116,GO:0030424,GO:0045298,GO:0047497,GO:0019899,GO:0015630,GO:0043005,GO:0008017,GO:0010033,GO:0019904,GO:0005874,GO:0006921,GO:0010506,GO:0006915,GO:0005886,GO:0005515,GO:0048699
USP8	NA	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]	ENSG00000138592	ENSP00000379721	ENSGALP00000009470	ENSDARP00000126067	6	732,755,850,930,960,991	74	20	5	141,145,166,376,410	191	51	6	443,481,500,537,546,713	311	84	GO:0007032,GO:0001669,GO:0005769,GO:0000281,GO:0071108,GO:0005737,GO:0070536,GO:0006511,GO:0016579,GO:0017124,GO:0036459,GO:0005829,GO:0043161,GO:0031313,GO:0005794,GO:0004843,GO:0030496,GO:0004197,GO:0019897,GO:0007265,GO:0005654,GO:0008283,GO:0005622,GO:0005515,GO:0061136
CHMP7	NA	charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]	ENSG00000147457	ENSP00000380794	ENSGALP00000000556	ENSDARP00000060627	4	29,83,131,208	22	7	4	80,128,206,330	15	4	4	20,74,122,158	0	0	GO:0016032,GO:0007080,GO:0000920,GO:0008565,GO:0005829,GO:0016197,GO:0000815,GO:0007034,GO:0019058,GO:0061024,GO:0045324,GO:0015031,GO:0006997
SPG11	10	spastic paraplegia 11 (autosomal recessive) [Source:HGNC Symbol;Acc:HGNC:11226]	ENSG00000104133	ENSP00000261866	ENSGALP00000037408	ENSDARP00000131482	5	1206,1293,1308,1333,1355	0	0	5	1214,1301,1340,1341,1363	0	0	4	1222,1257,1262,1507	14	3	GO:0016021,GO:0005730,GO:0005829,GO:0005886,GO:0005515,GO:0070062,GO:0005737,GO:0031410,GO:0005765
